pincode,area,neighborhood,latitude,longitude,occurrence_time,report_time,authority_arrival_time,hour,day_of_week,is_weekend,is_night,is_evening,is_rush_hour,reporting_delay_minutes,response_time_minutes,total_resolution_time_minutes,victim_age,signal_count_last_7d,signal_count_last_30d,signal_density_ratio,risk_level
600011,Royapuram,North Chennai,13.106909,80.289188,2025-08-20T06:18:00,2025-08-20T06:33:00,2025-08-20T06:47:00,6,2,0,0,0,0,15,14,29,24,2,43,0.045,2
600001,Parrys Corner,George Town,13.086687,80.279137,2025-10-23T08:04:00,2025-10-23T08:31:00,2025-10-23T08:49:00,8,3,0,0,0,1,27,18,45,30,8,39,0.2,2
600021,Kodungaiyur,North Chennai,13.134413,80.256263,2025-10-05T22:27:00,2025-10-05T23:02:00,2025-10-05T23:24:00,22,6,1,1,1,0,35,22,57,19,11,40,0.268,2
600020,Anna Nagar,West Chennai,13.085311,80.209595,2025-09-04T10:29:00,2025-09-04T10:48:00,2025-09-04T11:04:00,10,3,0,0,0,1,19,16,35,34,3,30,0.097,1
600018,Kodambakkam,West Chennai,13.04956,80.223044,2025-07-21T15:33:00,2025-07-21T15:44:00,2025-07-21T15:55:00,15,0,0,0,0,0,11,11,22,19,5,39,0.125,1
600042,Thiruvanmiyur,South Chennai,12.986113,80.259274,2025-06-28T12:16:00,2025-06-28T12:20:00,2025-06-28T12:27:00,12,5,1,0,0,0,4,7,11,44,1,11,0.083,0
600007,Perambur,North Chennai,13.116785,80.238324,2025-07-03T02:45:00,2025-07-03T03:17:00,2025-07-03T03:38:00,2,3,0,1,0,0,32,21,53,52,4,33,0.118,2
600003,Park Town,Central Chennai,13.073316,80.287544,2025-11-04T14:59:00,2025-11-04T15:38:00,2025-11-04T15:56:00,14,1,0,0,0,0,39,18,57,43,4,47,0.083,2
600042,Thiruvanmiyur,South Chennai,12.980688,80.260378,2025-06-23T09:07:00,2025-06-23T09:15:00,2025-06-23T09:23:00,9,0,0,0,0,1,8,8,16,33,2,16,0.118,0
600028,Nungambakkam,Central Chennai,13.060276,80.24604,2025-10-28T22:55:00,2025-10-28T23:14:00,2025-10-28T23:30:00,22,1,0,1,1,0,19,16,35,20,5,25,0.192,1
600001,Parrys Corner,George Town,13.087579,80.275066,2025-07-19T12:55:00,2025-07-19T13:06:00,2025-07-19T13:25:00,12,5,1,0,0,0,11,19,30,20,7,39,0.175,2
600003,Park Town,Central Chennai,13.079981,80.286544,2025-08-26T20:02:00,2025-08-26T20:26:00,2025-08-26T20:47:00,20,1,0,0,1,1,24,21,45,35,4,45,0.087,2
600090,Velachery,South Chennai,12.972061,80.214055,2025-08-02T21:12:00,2025-08-02T21:13:00,2025-08-02T21:20:00,21,5,1,0,1,0,1,7,8,31,3,16,0.176,0
600007,Perambur,North Chennai,13.108556,80.235304,2025-07-03T19:37:00,2025-07-03T19:53:00,2025-07-03T20:21:00,19,3,0,0,1,1,16,28,44,44,6,42,0.14,2
600096,OMR,IT Corridor,12.937317,80.227497,2025-07-20T00:07:00,2025-07-20T00:09:00,2025-07-20T00:17:00,0,6,1,1,0,0,2,8,10,44,4,21,0.182,1
600096,OMR,IT Corridor,12.944839,80.227069,2025-09-29T02:36:00,2025-09-29T02:40:00,2025-09-29T02:52:00,2,0,0,1,0,0,4,12,16,30,3,15,0.188,1
600042,Thiruvanmiyur,South Chennai,12.983091,80.25995,2025-08-23T02:57:00,2025-08-23T03:04:00,2025-08-23T03:10:00,2,5,1,1,0,0,7,6,13,24,3,19,0.15,0
600003,Park Town,Central Chennai,13.074009,80.285924,2025-06-20T20:27:00,2025-06-20T20:35:00,2025-06-20T21:00:00,20,4,0,0,1,1,8,25,33,42,8,50,0.157,2
600020,Anna Nagar,West Chennai,13.088386,80.211008,2025-06-17T00:53:00,2025-06-17T01:08:00,2025-06-17T01:20:00,0,1,0,1,0,0,15,12,27,42,5,19,0.25,1
600017,T. Nagar,Central Chennai,13.039216,80.228358,2025-08-27T18:10:00,2025-08-27T18:14:00,2025-08-27T18:30:00,18,2,0,0,1,1,4,16,20,43,5,32,0.152,1
600018,Kodambakkam,West Chennai,13.05383,80.225801,2025-11-09T08:01:00,2025-11-09T08:06:00,2025-11-09T08:20:00,8,6,1,0,0,1,5,14,19,15,4,28,0.138,1
600096,OMR,IT Corridor,12.942237,80.231347,2025-09-06T00:59:00,2025-09-06T01:04:00,2025-09-06T01:17:00,0,5,1,1,0,0,5,13,18,20,5,13,0.357,1
600023,Vyasarpadi,North Chennai,13.108522,80.248963,2025-10-17T20:32:00,2025-10-17T21:04:00,2025-10-17T21:26:00,20,4,0,0,1,1,32,22,54,15,9,39,0.225,2
600003,Park Town,Central Chennai,13.073201,80.283545,2025-07-10T21:34:00,2025-07-10T21:43:00,2025-07-10T22:03:00,21,3,0,0,1,0,9,20,29,19,4,35,0.111,2
600004,Mylapore,Central Chennai,13.036601,80.261129,2025-07-25T08:00:00,2025-07-25T08:17:00,2025-07-25T08:31:00,8,4,0,0,0,1,17,14,31,48,5,19,0.25,1
600011,Royapuram,North Chennai,13.105398,80.296139,2025-09-21T22:58:00,2025-09-21T23:06:00,2025-09-21T23:30:00,22,6,1,1,1,0,8,24,32,38,8,34,0.229,2
600007,Perambur,North Chennai,13.11113,80.2367,2025-07-05T05:00:00,2025-07-05T05:26:00,2025-07-05T05:46:00,5,5,1,1,0,0,26,20,46,67,10,54,0.182,2
600021,Kodungaiyur,North Chennai,13.13234,80.254129,2025-07-05T02:03:00,2025-07-05T02:42:00,2025-07-05T03:13:00,2,5,1,1,0,0,39,31,70,21,6,43,0.136,2
600041,Adyar,South Chennai,13.011777,80.258316,2025-10-25T10:43:00,2025-10-25T10:51:00,2025-10-25T10:58:00,10,5,1,0,0,1,8,7,15,43,5,12,0.385,0
600127,Perungudi,IT Corridor,12.966769,80.250062,2025-10-02T17:44:00,2025-10-02T17:50:00,2025-10-02T18:00:00,17,3,0,0,0,1,6,10,16,17,2,21,0.091,0
600024,Ashok Nagar,West Chennai,13.032361,80.210857,2025-10-22T15:18:00,2025-10-22T15:20:00,2025-10-22T15:31:00,15,2,0,0,0,0,2,11,13,44,5,22,0.217,1
600004,Mylapore,Central Chennai,13.032634,80.261991,2025-11-07T06:13:00,2025-11-07T06:27:00,2025-11-07T06:40:00,6,4,0,0,0,0,14,13,27,29,4,28,0.138,1
600017,T. Nagar,Central Chennai,13.038182,80.239709,2025-11-25T14:28:00,2025-11-25T14:33:00,2025-11-25T14:42:00,14,1,0,0,0,0,5,9,14,20,4,29,0.133,1
600007,Perambur,North Chennai,13.11618,80.23736,2025-10-17T12:47:00,2025-10-17T13:04:00,2025-10-17T13:25:00,12,4,0,0,0,0,17,21,38,49,5,57,0.086,2
600020,Anna Nagar,West Chennai,13.087385,80.207331,2025-10-28T22:28:00,2025-10-28T22:43:00,2025-10-28T22:56:00,22,1,0,1,1,0,15,13,28,21,3,22,0.13,1
600024,Ashok Nagar,West Chennai,13.034312,80.211288,2025-06-22T11:26:00,2025-06-22T11:41:00,2025-06-22T11:51:00,11,6,1,0,0,0,15,10,25,56,5,33,0.147,1
600020,Anna Nagar,West Chennai,13.087376,80.209207,2025-06-13T16:19:00,2025-06-13T16:27:00,2025-06-13T16:34:00,16,4,0,0,0,0,8,7,15,51,7,21,0.318,1
600001,Parrys Corner,George Town,13.086445,80.282426,2025-08-12T18:42:00,2025-08-12T19:20:00,2025-08-12T19:50:00,18,1,0,0,1,1,38,30,68,63,10,42,0.233,2
600001,Parrys Corner,George Town,13.091961,80.282108,2025-07-05T21:52:00,2025-07-05T22:24:00,2025-07-05T22:43:00,21,5,1,0,1,0,32,19,51,41,6,41,0.143,2
600024,Ashok Nagar,West Chennai,13.036091,80.213059,2025-09-30T13:06:00,2025-09-30T13:20:00,2025-09-30T13:30:00,13,1,0,0,0,0,14,10,24,41,4,40,0.098,1
600023,Vyasarpadi,North Chennai,13.106271,80.245968,2025-10-09T04:16:00,2025-10-09T04:40:00,2025-10-09T05:04:00,4,3,0,1,0,0,24,24,48,37,4,32,0.121,2
600003,Park Town,Central Chennai,13.072421,80.286018,2025-08-06T03:37:00,2025-08-06T04:05:00,2025-08-06T04:29:00,3,2,0,1,0,0,28,24,52,30,6,31,0.188,2
600023,Vyasarpadi,North Chennai,13.105539,80.243804,2025-10-04T00:15:00,2025-10-04T00:48:00,2025-10-04T01:08:00,0,5,1,1,0,0,33,20,53,20,9,40,0.22,2
600011,Royapuram,North Chennai,13.105745,80.289734,2025-11-05T01:49:00,2025-11-05T02:10:00,2025-11-05T02:35:00,1,2,0,1,0,0,21,25,46,37,9,48,0.184,2
600127,Perungudi,IT Corridor,12.961119,80.240796,2025-06-08T08:35:00,2025-06-08T08:41:00,2025-06-08T08:51:00,8,6,1,0,0,1,6,10,16,21,5,15,0.312,0
600127,Perungudi,IT Corridor,12.961062,80.23938,2025-10-19T15:28:00,2025-10-19T15:31:00,2025-10-19T15:42:00,15,6,1,0,0,0,3,11,14,68,2,15,0.125,0
600006,Triplicane,Central Chennai,13.056046,80.280824,2025-10-28T18:16:00,2025-10-28T18:31:00,2025-10-28T18:50:00,18,1,0,0,1,1,15,19,34,46,3,33,0.088,1
600018,Kodambakkam,West Chennai,13.049129,80.223473,2025-07-25T22:12:00,2025-07-25T22:22:00,2025-07-25T22:38:00,22,4,0,1,1,0,10,16,26,15,5,26,0.185,2
600001,Parrys Corner,George Town,13.085868,80.276595,2025-11-11T20:30:00,2025-11-11T21:02:00,2025-11-11T21:26:00,20,1,0,0,1,1,32,24,56,22,8,42,0.186,2
600090,Velachery,South Chennai,12.979503,80.216235,2025-06-07T06:47:00,2025-06-07T06:52:00,2025-06-07T07:03:00,6,5,1,0,0,0,5,11,16,35,6,15,0.375,0
600028,Nungambakkam,Central Chennai,13.059611,80.244149,2025-07-28T22:44:00,2025-07-28T23:03:00,2025-07-28T23:19:00,22,0,0,1,1,0,19,16,35,25,6,21,0.273,1
600127,Perungudi,IT Corridor,12.958891,80.241872,2025-08-27T17:31:00,2025-08-27T17:34:00,2025-08-27T17:44:00,17,2,0,0,0,1,3,10,13,37,5,21,0.227,0
600020,Anna Nagar,West Chennai,13.0878,80.209299,2025-07-02T03:22:00,2025-07-02T03:30:00,2025-07-02T03:44:00,3,2,0,1,0,0,8,14,22,44,3,19,0.15,1
600018,Kodambakkam,West Chennai,13.051414,80.220961,2025-08-14T18:38:00,2025-08-14T18:54:00,2025-08-14T19:15:00,18,3,0,0,1,1,16,21,37,75,7,31,0.219,1
600006,Triplicane,Central Chennai,13.055864,80.279195,2025-08-26T21:23:00,2025-08-26T21:38:00,2025-08-26T21:49:00,21,1,0,0,1,0,15,11,26,80,1,28,0.034,1
600011,Royapuram,North Chennai,13.106231,80.286973,2025-06-17T22:33:00,2025-06-17T23:06:00,2025-06-17T23:30:00,22,1,0,1,1,0,33,24,57,71,9,40,0.22,2
600113,Sholinganallur,IT Corridor,12.897585,80.227909,2025-07-21T08:40:00,2025-07-21T08:43:00,2025-07-21T08:53:00,8,0,0,0,0,1,3,10,13,62,1,12,0.077,0
600042,Thiruvanmiyur,South Chennai,12.980437,80.26146,2025-11-25T20:39:00,2025-11-25T20:41:00,2025-11-25T20:51:00,20,1,0,0,1,1,2,10,12,49,1,10,0.091,0
600041,Adyar,South Chennai,13.009847,80.259731,2025-10-14T14:37:00,2025-10-14T14:41:00,2025-10-14T14:48:00,14,1,0,0,0,0,4,7,11,37,4,11,0.333,0
600001,Parrys Corner,George Town,13.088605,80.279354,2025-10-10T20:08:00,2025-10-10T20:47:00,2025-10-10T21:13:00,20,4,0,0,1,1,39,26,65,24,8,46,0.17,2
600001,Parrys Corner,George Town,13.090241,80.2836,2025-06-06T19:22:00,2025-06-06T19:33:00,2025-06-06T20:00:00,19,4,0,0,1,1,11,27,38,19,9,33,0.265,2
600028,Nungambakkam,Central Chennai,13.055877,80.242172,2025-10-31T03:12:00,2025-10-31T03:16:00,2025-10-31T03:28:00,3,4,0,1,0,0,4,12,16,36,1,28,0.034,1
600018,Kodambakkam,West Chennai,13.052245,80.222271,2025-07-27T19:27:00,2025-07-27T19:32:00,2025-07-27T19:50:00,19,6,1,0,1,1,5,18,23,20,4,30,0.129,1
600041,Adyar,South Chennai,13.002177,80.262329,2025-08-30T13:00:00,2025-08-30T13:07:00,2025-08-30T13:16:00,13,5,1,0,0,0,7,9,16,31,4,21,0.182,0
600113,Sholinganallur,IT Corridor,12.901444,80.226673,2025-09-13T14:18:00,2025-09-13T14:22:00,2025-09-13T14:33:00,14,5,1,0,0,0,4,11,15,16,2,17,0.111,0
600004,Mylapore,Central Chennai,13.038007,80.261978,2025-10-05T13:55:00,2025-10-05T14:02:00,2025-10-05T14:10:00,13,6,1,0,0,0,7,8,15,23,2,28,0.069,1
600006,Triplicane,Central Chennai,13.059279,80.281335,2025-09-09T04:22:00,2025-09-09T04:33:00,2025-09-09T04:49:00,4,1,0,1,0,0,11,16,27,28,6,39,0.15,2
600004,Mylapore,Central Chennai,13.030024,80.266573,2025-06-28T14:48:00,2025-06-28T15:01:00,2025-06-28T15:11:00,14,5,1,0,0,0,13,10,23,78,1,29,0.033,1
600041,Adyar,South Chennai,13.009618,80.264086,2025-10-31T20:21:00,2025-10-31T20:27:00,2025-10-31T20:35:00,20,4,0,0,1,1,6,8,14,68,0,25,0.0,0
600017,T. Nagar,Central Chennai,13.042597,80.2363,2025-06-18T20:52:00,2025-06-18T21:01:00,2025-06-18T21:17:00,20,2,0,0,1,1,9,16,25,63,3,32,0.091,1
600004,Mylapore,Central Chennai,13.03319,80.265318,2025-09-23T22:09:00,2025-09-23T22:22:00,2025-09-23T22:36:00,22,1,0,1,1,0,13,14,27,40,7,18,0.368,1
600003,Park Town,Central Chennai,13.07252,80.287003,2025-08-22T18:18:00,2025-08-22T18:42:00,2025-08-22T19:02:00,18,4,0,0,1,1,24,20,44,23,2,48,0.041,2
600017,T. Nagar,Central Chennai,13.043189,80.232171,2025-10-20T14:50:00,2025-10-20T15:01:00,2025-10-20T15:14:00,14,0,0,0,0,0,11,13,24,40,5,40,0.122,1
600127,Perungudi,IT Corridor,12.958339,80.244504,2025-10-19T07:59:00,2025-10-19T08:06:00,2025-10-19T08:16:00,7,6,1,0,0,0,7,10,17,21,6,17,0.333,0
600007,Perambur,North Chennai,13.114862,80.234459,2025-08-21T21:25:00,2025-08-21T21:33:00,2025-08-21T21:52:00,21,3,0,0,1,0,8,19,27,21,3,39,0.075,2
600011,Royapuram,North Chennai,13.107908,80.29118,2025-08-18T23:30:00,2025-08-19T00:08:00,2025-08-19T00:34:00,23,0,0,1,0,0,38,26,64,33,7,32,0.212,2
600090,Velachery,South Chennai,12.973244,80.220133,2025-08-24T00:48:00,2025-08-24T00:51:00,2025-08-24T01:02:00,0,6,1,1,0,0,3,11,14,18,4,28,0.138,1
600028,Nungambakkam,Central Chennai,13.053055,80.236028,2025-07-15T02:29:00,2025-07-15T02:44:00,2025-07-15T03:00:00,2,1,0,1,0,0,15,16,31,24,5,23,0.208,1
600096,OMR,IT Corridor,12.940727,80.228972,2025-09-28T04:07:00,2025-09-28T04:13:00,2025-09-28T04:24:00,4,6,1,1,0,0,6,11,17,57,3,25,0.115,1
600017,T. Nagar,Central Chennai,13.041507,80.233073,2025-09-30T00:26:00,2025-09-30T00:28:00,2025-09-30T00:41:00,0,1,0,1,0,0,2,13,15,56,1,37,0.026,1
600041,Adyar,South Chennai,13.006011,80.25249,2025-09-24T15:00:00,2025-09-24T15:07:00,2025-09-24T15:14:00,15,2,0,0,0,0,7,7,14,30,3,15,0.188,0
600011,Royapuram,North Chennai,13.105923,80.288439,2025-07-07T06:28:00,2025-07-07T06:58:00,2025-07-07T07:18:00,6,0,0,0,0,0,30,20,50,26,3,45,0.065,2
600020,Anna Nagar,West Chennai,13.088009,80.20674,2025-10-06T19:27:00,2025-10-06T19:41:00,2025-10-06T19:50:00,19,0,0,0,1,1,14,9,23,49,3,26,0.111,1
600096,OMR,IT Corridor,12.938903,80.232618,2025-09-29T07:25:00,2025-09-29T07:30:00,2025-09-29T07:37:00,7,0,0,0,0,0,5,7,12,50,3,15,0.188,0
600041,Adyar,South Chennai,13.010582,80.258164,2025-09-05T19:32:00,2025-09-05T19:34:00,2025-09-05T19:45:00,19,4,0,0,1,1,2,11,13,57,2,21,0.091,0
600090,Velachery,South Chennai,12.976333,80.215648,2025-07-28T13:44:00,2025-07-28T13:51:00,2025-07-28T13:59:00,13,0,0,0,0,0,7,8,15,18,1,18,0.053,0
600021,Kodungaiyur,North Chennai,13.128486,80.251267,2025-06-26T14:55:00,2025-06-26T15:27:00,2025-06-26T15:47:00,14,3,0,0,0,0,32,20,52,29,7,36,0.189,2
600020,Anna Nagar,West Chennai,13.084669,80.212955,2025-08-25T15:29:00,2025-08-25T15:38:00,2025-08-25T15:45:00,15,0,0,0,0,0,9,7,16,23,3,21,0.136,1
600090,Velachery,South Chennai,12.975911,80.222961,2025-06-05T23:39:00,2025-06-05T23:42:00,2025-06-05T23:52:00,23,3,0,1,0,0,3,10,13,19,4,22,0.174,1
600024,Ashok Nagar,West Chennai,13.035351,80.208603,2025-10-24T21:57:00,2025-10-24T22:11:00,2025-10-24T22:23:00,21,4,0,0,1,0,14,12,26,48,4,23,0.167,1
600018,Kodambakkam,West Chennai,13.050362,80.225208,2025-06-15T01:02:00,2025-06-15T01:19:00,2025-06-15T01:35:00,1,6,1,1,0,0,17,16,33,40,5,26,0.185,2
600021,Kodungaiyur,North Chennai,13.133967,80.253133,2025-09-06T21:36:00,2025-09-06T22:19:00,2025-09-06T22:36:00,21,5,1,0,1,0,43,17,60,32,8,47,0.167,2
600119,Besant Nagar,South Chennai,13.002308,80.263541,2025-11-23T18:29:00,2025-11-23T18:36:00,2025-11-23T18:47:00,18,6,1,0,1,1,7,11,18,23,2,7,0.25,0
600127,Perungudi,IT Corridor,12.960935,80.242363,2025-07-15T03:24:00,2025-07-15T03:26:00,2025-07-15T03:38:00,3,1,0,1,0,0,2,12,14,36,4,17,0.222,1
600023,Vyasarpadi,North Chennai,13.115301,80.247145,2025-06-10T13:04:00,2025-06-10T13:16:00,2025-06-10T13:31:00,13,1,0,0,0,0,12,15,27,21,5,45,0.109,2
600024,Ashok Nagar,West Chennai,13.03513,80.209567,2025-11-09T19:34:00,2025-11-09T19:39:00,2025-11-09T19:51:00,19,6,1,0,1,1,5,12,17,66,3,40,0.073,1
600003,Park Town,Central Chennai,13.081096,80.28426,2025-08-13T21:49:00,2025-08-13T22:23:00,2025-08-13T22:38:00,21,2,0,0,1,0,34,15,49,31,9,40,0.22,2
600011,Royapuram,North Chennai,13.111499,80.293302,2025-08-01T00:24:00,2025-08-01T00:32:00,2025-08-01T00:52:00,0,4,0,1,0,0,8,20,28,78,7,43,0.159,2
600006,Triplicane,Central Chennai,13.065206,80.281138,2025-06-17T08:16:00,2025-06-17T08:28:00,2025-06-17T08:41:00,8,1,0,0,0,1,12,13,25,24,6,37,0.158,1
600023,Vyasarpadi,North Chennai,13.108163,80.250798,2025-06-23T22:07:00,2025-06-23T22:38:00,2025-06-23T23:06:00,22,0,0,1,1,0,31,28,59,40,7,50,0.137,2
600021,Kodungaiyur,North Chennai,13.126368,80.258533,2025-11-03T20:46:00,2025-11-03T21:21:00,2025-11-03T22:00:00,20,0,0,0,1,1,35,39,74,72,4,51,0.077,2
600004,Mylapore,Central Chennai,13.034434,80.265506,2025-11-14T20:25:00,2025-11-14T20:32:00,2025-11-14T20:46:00,20,4,0,0,1,1,7,14,21,15,3,25,0.115,1
600007,Perambur,North Chennai,13.12041,80.233651,2025-10-18T16:20:00,2025-10-18T16:53:00,2025-10-18T17:14:00,16,5,1,0,0,0,33,21,54,35,4,35,0.111,2
600001,Parrys Corner,George Town,13.085284,80.284341,2025-10-01T21:26:00,2025-10-01T21:52:00,2025-10-01T22:10:00,21,2,0,0,1,0,26,18,44,17,8,53,0.148,2
600024,Ashok Nagar,West Chennai,13.035577,80.211325,2025-10-20T22:28:00,2025-10-20T22:45:00,2025-10-20T22:56:00,22,0,0,1,1,0,17,11,28,65,3,33,0.088,1
600119,Besant Nagar,South Chennai,12.998568,80.26741,2025-11-04T04:58:00,2025-11-04T05:05:00,2025-11-04T05:13:00,4,1,0,1,0,0,7,8,15,17,3,20,0.143,0
600021,Kodungaiyur,North Chennai,13.132833,80.252743,2025-11-16T19:59:00,2025-11-16T20:06:00,2025-11-16T20:40:00,19,6,1,0,1,1,7,34,41,18,5,52,0.094,2
600001,Parrys Corner,George Town,13.08775,80.28042,2025-10-18T01:29:00,2025-10-18T01:39:00,2025-10-18T02:02:00,1,5,1,1,0,0,10,23,33,52,9,33,0.265,2
600011,Royapuram,North Chennai,13.103211,80.287002,2025-11-23T03:30:00,2025-11-23T03:57:00,2025-11-23T04:20:00,3,6,1,1,0,0,27,23,50,70,10,36,0.27,2
600007,Perambur,North Chennai,13.116345,80.238297,2025-11-03T13:30:00,2025-11-03T13:44:00,2025-11-03T14:06:00,13,0,0,0,0,0,14,22,36,17,4,30,0.129,2
600090,Velachery,South Chennai,12.975183,80.220436,2025-07-24T15:21:00,2025-07-24T15:29:00,2025-07-24T15:38:00,15,3,0,0,0,0,8,9,17,54,4,28,0.138,0
600001,Parrys Corner,George Town,13.085982,80.276882,2025-08-19T04:42:00,2025-08-19T05:01:00,2025-08-19T05:29:00,4,1,0,1,0,0,19,28,47,64,7,41,0.167,2
600017,T. Nagar,Central Chennai,13.041117,80.235017,2025-08-26T12:14:00,2025-08-26T12:30:00,2025-08-26T12:41:00,12,1,0,0,0,0,16,11,27,77,10,20,0.476,1
600096,OMR,IT Corridor,12.942352,80.22522,2025-06-29T23:22:00,2025-06-29T23:28:00,2025-06-29T23:36:00,23,6,1,1,0,0,6,8,14,37,2,24,0.08,1
600006,Triplicane,Central Chennai,13.050268,80.27875,2025-06-01T12:58:00,2025-06-01T13:04:00,2025-06-01T13:15:00,12,6,1,0,0,0,6,11,17,37,6,20,0.286,1
600024,Ashok Nagar,West Chennai,13.034947,80.213376,2025-10-01T11:30:00,2025-10-01T11:40:00,2025-10-01T11:52:00,11,2,0,0,0,0,10,12,22,26,4,28,0.138,1
600004,Mylapore,Central Chennai,13.035501,80.26572,2025-07-04T22:18:00,2025-07-04T22:25:00,2025-07-04T22:39:00,22,4,0,1,1,0,7,14,21,65,4,29,0.133,1
600042,Thiruvanmiyur,South Chennai,12.984024,80.257794,2025-09-23T20:05:00,2025-09-23T20:14:00,2025-09-23T20:20:00,20,1,0,0,1,1,9,6,15,29,3,18,0.158,0
600023,Vyasarpadi,North Chennai,13.107652,80.250269,2025-10-23T13:45:00,2025-10-23T13:51:00,2025-10-23T14:10:00,13,3,0,0,0,0,6,19,25,52,6,42,0.14,2
600006,Triplicane,Central Chennai,13.059509,80.27525,2025-07-26T22:15:00,2025-07-26T22:27:00,2025-07-26T22:44:00,22,5,1,1,1,0,12,17,29,41,1,21,0.045,2
600007,Perambur,North Chennai,13.115989,80.248331,2025-10-01T15:51:00,2025-10-01T16:14:00,2025-10-01T16:37:00,15,2,0,0,0,0,23,23,46,66,14,45,0.304,2
600119,Besant Nagar,South Chennai,13.00051,80.263539,2025-09-24T18:30:00,2025-09-24T18:32:00,2025-09-24T18:44:00,18,2,0,0,1,1,2,12,14,24,7,14,0.467,0
600017,T. Nagar,Central Chennai,13.033768,80.230213,2025-07-20T21:24:00,2025-07-20T21:35:00,2025-07-20T21:43:00,21,6,1,0,1,0,11,8,19,46,6,39,0.15,1
600004,Mylapore,Central Chennai,13.031368,80.264611,2025-06-19T03:26:00,2025-06-19T03:41:00,2025-06-19T03:54:00,3,3,0,1,0,0,15,13,28,63,4,28,0.138,1
600024,Ashok Nagar,West Chennai,13.037723,80.214971,2025-10-29T02:58:00,2025-10-29T03:09:00,2025-10-29T03:22:00,2,2,0,1,0,0,11,13,24,19,6,33,0.176,1
600024,Ashok Nagar,West Chennai,13.037072,80.212245,2025-11-03T23:58:00,2025-11-04T00:08:00,2025-11-04T00:20:00,23,0,0,1,0,0,10,12,22,19,3,28,0.103,1
600011,Royapuram,North Chennai,13.110007,80.288598,2025-10-17T12:02:00,2025-10-17T12:15:00,2025-10-17T12:32:00,12,4,0,0,0,0,13,17,30,51,2,40,0.049,2
600021,Kodungaiyur,North Chennai,13.13411,80.253442,2025-11-26T02:13:00,2025-11-26T02:34:00,2025-11-26T02:55:00,2,2,0,1,0,0,21,21,42,47,9,41,0.214,2
600024,Ashok Nagar,West Chennai,13.03637,80.213925,2025-11-20T21:13:00,2025-11-20T21:19:00,2025-11-20T21:29:00,21,3,0,0,1,0,6,10,16,29,4,28,0.138,1
600017,T. Nagar,Central Chennai,13.038921,80.235884,2025-11-24T10:27:00,2025-11-24T10:41:00,2025-11-24T10:53:00,10,0,0,0,0,1,14,12,26,36,4,25,0.154,1
600021,Kodungaiyur,North Chennai,13.141018,80.251703,2025-07-25T13:43:00,2025-07-25T13:53:00,2025-07-25T14:21:00,13,4,0,0,0,0,10,28,38,30,7,50,0.137,2
600119,Besant Nagar,South Chennai,13.000833,80.256241,2025-08-15T01:51:00,2025-08-15T01:59:00,2025-08-15T02:09:00,1,4,0,1,0,0,8,10,18,40,3,12,0.231,0
600004,Mylapore,Central Chennai,13.032001,80.264363,2025-09-21T21:43:00,2025-09-21T21:45:00,2025-09-21T21:53:00,21,6,1,0,1,0,2,8,10,26,1,21,0.045,1
600018,Kodambakkam,West Chennai,13.052729,80.226547,2025-07-03T20:26:00,2025-07-03T20:41:00,2025-07-03T20:57:00,20,3,0,0,1,1,15,16,31,21,1,27,0.036,1
600042,Thiruvanmiyur,South Chennai,12.984577,80.263855,2025-11-16T00:46:00,2025-11-16T00:50:00,2025-11-16T00:59:00,0,6,1,1,0,0,4,9,13,63,7,21,0.318,0
600023,Vyasarpadi,North Chennai,13.105835,80.247336,2025-08-05T20:22:00,2025-08-05T20:44:00,2025-08-05T21:13:00,20,1,0,0,1,1,22,29,51,37,6,36,0.162,2
600021,Kodungaiyur,North Chennai,13.130714,80.257242,2025-09-27T08:11:00,2025-09-27T08:51:00,2025-09-27T09:19:00,8,5,1,0,0,1,40,28,68,57,2,52,0.038,2
600021,Kodungaiyur,North Chennai,13.129049,80.255817,2025-08-24T23:02:00,2025-08-24T23:46:00,2025-08-25T00:08:00,23,6,1,1,0,0,44,22,66,20,10,48,0.204,2
600007,Perambur,North Chennai,13.117768,80.232139,2025-10-12T21:38:00,2025-10-12T21:46:00,2025-10-12T22:10:00,21,6,1,0,1,0,8,24,32,38,5,39,0.125,2
600004,Mylapore,Central Chennai,13.036514,80.262078,2025-11-08T12:31:00,2025-11-08T12:38:00,2025-11-08T12:47:00,12,5,1,0,0,0,7,9,16,52,4,25,0.154,1
600041,Adyar,South Chennai,13.01364,80.256563,2025-06-16T04:19:00,2025-06-16T04:26:00,2025-06-16T04:33:00,4,0,0,1,0,0,7,7,14,35,1,17,0.056,1
600003,Park Town,Central Chennai,13.078281,80.291252,2025-09-13T13:45:00,2025-09-13T14:08:00,2025-09-13T14:22:00,13,5,1,0,0,0,23,14,37,55,4,45,0.087,2
600042,Thiruvanmiyur,South Chennai,12.984061,80.258729,2025-10-22T09:10:00,2025-10-22T09:13:00,2025-10-22T09:20:00,9,2,0,0,0,1,3,7,10,47,1,14,0.067,0
600017,T. Nagar,Central Chennai,13.042911,80.229695,2025-11-22T20:32:00,2025-11-22T20:40:00,2025-11-22T20:54:00,20,5,1,0,1,1,8,14,22,55,7,29,0.233,1
600024,Ashok Nagar,West Chennai,13.032747,80.210141,2025-06-27T23:38:00,2025-06-27T23:56:00,2025-06-28T00:13:00,23,4,0,1,0,0,18,17,35,32,3,25,0.115,1
